.pred_class	identifier	drug	gene	slope	bottom	top	inflection	IC50	stdIC50	down	r2	rse	bic	aic	AUC	Normalized_Intensity_0	Normalized_Intensity_1	Normalized_Intensity_10	Normalized_Intensity_100	Normalized_Intensity_1000	Normalized_Intensity_10000	Unique_Peptides_0	Unique_Peptides_1	Unique_Peptides_10	Unique_Peptides_100	Unique_Peptides_1000	Unique_Peptides_10000	Description	Mean_Intensity	Gene names	DMSO_percentile	MAD	beginningOfCurve	endOfCurve	linearSlope	R2_Bins
down, low confidence	Gemcytabine:Q12769	Gemcytabine	Q12769	-0.0015878191290452	1.00000001721342	0.672541752160921	228844191.54788	228844191.54788	10	TRUE	0.808126960996897	0.0509000527206325	-16.3403098233009	-15.2991071694412	0.838323851285931	1	0.881326615761717	0.801203630563351	0.819540850549051	0.816751723405136	0.872048296723552	14	13	14	14	11	13	Nuclear pore complex protein Nup160	624341982.833333	NUP160	0.844909487739119	0.0358712366159868	0.83907196014106	0.837575685281002	-0.0232898849561795	R_Bin_1
down, low confidence	Gemcytabine:Q15020	Gemcytabine	Q15020	-0.000190168507993531	0.999975188269881	0.67630875513368	10674135.7748682	10674135.7748682		TRUE	0.940437581861366	0.0262390509967197	-24.2916917695381	-23.2504891156783	0.838337849798767	1	0.843555406625459	0.815748431002616	0.827233216476373	0.86491972461012	0.840871705866794	17	16	21	16	13	16	Squamous cell carcinoma antigen recognized by T-cells 3	896830622.166667	SART3	0.8797021440493	0.0168470260764939	0.838426428864561	0.838249270654744	-0.0205732494639512	R_Bin_1
down, low confidence	Gemcytabine:Q9BXS5	Gemcytabine	Q9BXS5	0.838337473089254	0.806308583597591	1.00000258022715	0.514454374735833	0.514454374735833	0.731807175830239	TRUE	0.93494693519356	0.0320275646398754	-21.899514211101	-20.8583115572413	0.838400437350997	1	0.876822800945492	0.822039611662286	0.799278087476951	0.841938856101837	0.779561348198255	10	10	9	9	9	10	AP-1 complex subunit mu-1	1458045839.66667	AP1M1	0.920400564899217	0.0180674769033148	0.960854620008021	0.806357749869075	-0.0351316176492865	R_Bin_1
up, low confidence	Gemcytabine:Q96Q89	Gemcytabine	Q96Q89	-4.85858505480984	0.902577035903004	1.49957605882988	67.8137964328538	67.8137964328538	154.907068185006	FALSE	0.837619438143764	0.218564406946519	1.14629154160839	2.18749419546811	1.16152514623639	1	1.02743130862022	0.680305655332	1.42120083756206	1.39696478343232	1.60206168573229	5	7	4	7	8	8	Kinesin-like protein KIF20B	45411001.5	KIF20B	0.398639106432148	0.102547824830269	0.902577035903014	1.49957605881253	0.138851543866509	R_Bin_1
down, low confidence	Gemcytabine:A0FGR8	Gemcytabine	A0FGR8	-7.97910804243215e-05	0.999309690003535	0.67724746598814	71991398898661100	71991398898661100		TRUE	0.969140929870053	0.0186780166359794	-28.3705103188834	-27.3293076650237	0.83850575473155	1	0.840470977140996	0.827504379430612	0.824766141066125	0.858071805210432	0.838331922187125	19	19	20	22	20	23	Extended synaptotagmin-2	1900529087.16667	ESYT2	0.938888175632302	0.0123704944866979	0.838542736602065	0.838468772845063	-0.0216650326634444	R_Bin_1
down, low confidence	Gemcytabine:O60784	Gemcytabine	O60784	5.77611623733731	0.718175325915367	0.958884181378056	31.5915355260136	31.5915355260136	130.21751395029	TRUE	0.835813291633619	0.0923138154141174	-9.19635161798779	-8.15514896412806	0.838509092228999	1	0.889593910191584	0.986826595068775	0.699043248295871	0.660093881457701	0.795649493159674	5	4	5	5	4	5	Target of Myb protein 1	117399503.333333	TOM1	0.576453973552446	0.0495986317991089	0.958884181378055	0.718175325915368	-0.0570867419193196	R_Bin_1
non-regulated	Gemcytabine:Q2M296	Gemcytabine	Q2M296	7.98281666644341	-0.000645827633970787	0.926473290374486	3360.16825728782	3360.16825728782	71338.0963169285	TRUE	0.983413993276832	0.0776648133817841	-11.2698497042887	-10.228647050429	0.838572553866494	1	0.850357579936011	0.922257905372343	0.909597780653468	0.950102032122806	0	2	1	2	3	2	0	Methenyltetrahydrofolate synthase domain-containing protein	22758020.1666667	MTHFSD	0.267556810887149	0.0202812486394176	0.926473290374486	-0.000492333944878428	-0.1346693362331	R_Bin_1
down, low confidence	Gemcytabine:P62424	Gemcytabine	P62424	0.126781712016241	0.683636934219543	0.999897504330391	22.8583878650422	22.8583878650422	309.966485326559	TRUE	0.844990082565879	0.0522253970668124	-16.0318504102017	-14.9906477563419	0.838651374172877	1	0.844081666526635	0.908423762840794	0.79272521537279	0.811332184563513	0.78139020962216	12	13	12	12	10	10	60S ribosomal protein L7a	3824977996.66667	RPL7A	0.96982924637309	0.0314699274769363	0.894162140830602	0.783660966567091	-0.0373427412927593	R_Bin_1
down	Gemcytabine:Q9NZD8	Gemcytabine	Q9NZD8	0.948497328199122	0.753226411275553	0.994100362864978	5.81662872740779	5.81662872740779	3.72517143130388	TRUE	0.976019641913445	0.0264341563898731	-24.2027936165074	-23.1615909626477	0.83868939131998	1	0.945134727345293	0.856384093499997	0.739908967864555	0.770503348478343	0.75838210401819	2	2	1	1	1	2	Maspardin	108768291.166667	SPG21	0.563230196430864	0.0119527152764996	0.989101220473126	0.753431867194445	-0.0528131069184384	R_Bin_1
down, low confidence	Gemcytabine:P43034	Gemcytabine	P43034	-0.000227855313324909	1.00009033923473	0.677103922559765	258380.030893562	258380.030893562		TRUE	0.847512354192314	0.0441263416133738	-18.053994299675	-17.0127916458153	0.83876287057628	1	0.838148132270621	0.788509628849273	0.860724130711673	0.868413086876139	0.838273976986837	18	18	18	19	18	20	Platelet-activating factor acetylhydrolase IB subunit alpha	1308643217.16667	PAFAH1B1	0.911927076646553	0.025848102372158	0.838868780927947	0.838656960129585	-0.018446307125339	R_Bin_1
down, low confidence	Gemcytabine:Q9H9C1	Gemcytabine	Q9H9C1	-0.000463353709582789	1.00679421595507	0.670330736870577	7005.87542026804	7005.87542026804		TRUE	0.810889433678303	0.0521596429628596	-16.0469684645047	-15.005765810645	0.838772967768814	1	0.791742997894577	0.829919280499359	0.8455768447195	0.806603729451269	0.883473994935736	7	6	8	6	7	6	Spermatogenesis-defective protein 39 homolog	277644060	VIPAS39	0.727949672615227	0.0384800048274998	0.838997327474297	0.838548607564256	-0.0149254361837458	R_Bin_1
down, low confidence	Gemcytabine:Q9Y6X9	Gemcytabine	Q9Y6X9	0.017576597288735	0.66952853605076	1.0000029682552	589.67317663848	589.67317663848		TRUE	0.823947355253689	0.0486577117388587	-16.880953606279	-15.8397509524193	0.839009750783367	1	0.871817820924803	0.841072758887101	0.780600228297502	0.835336687479647	0.857874238954359	5	6	5	5	4	5	ATPase MORC2	48986424.8333333	MORC2	0.411606111182437	0.0275080016306258	0.847349165854388	0.830655883199279	-0.0251584210329508	R_Bin_1
down, low confidence	Gemcytabine:Q9NZI8	Gemcytabine	Q9NZI8	-3.46688899325932e-05	1.00110911549517	0.676988770620093	408759.550526292	408759.550526292		TRUE	0.902532407075498	0.0341750559507755	-21.1207250976816	-20.0795224438218	0.839075537986052	1	0.845937601986308	0.803029255012883	0.827454100392214	0.853596634034899	0.864396877588747	16	15	17	14	16	16	Insulin-like growth factor 2 mRNA-binding protein 1	1614911989.5	IGF2BP1	0.928103736038002	0.0199341547761332	0.839091709173701	0.83905936679805	-0.0180175334437475	R_Bin_1
down, low confidence	Gemcytabine:Q96F86	Gemcytabine	Q96F86	0.000540587260065612	0.674029554383814	1.00409902777976	713.837435592345	713.837435592345		TRUE	0.851173200402883	0.0431271606279046	-18.3288416278406	-17.2876389739809	0.839203323647815	1	0.831745780437585	0.816196650735827	0.873777472587208	0.870456915702324	0.808481384989102	8	10	9	9	8	8	Enhancer of mRNA-decapping protein 3	775044064.333333	EDC3	0.867120297855951	0.0309364086951027	0.839460106391398	0.838946540455539	-0.022396538497397	R_Bin_1
down, low confidence	Gemcytabine:O00567	Gemcytabine	O00567	0.0619259946799858	0.728598166321356	1.0001633792254	0.0709991159893824	0.0709991159893824	1.19177596725563	TRUE	0.881573129464429	0.0398636511411364	-19.2730984186173	-18.2318957647576	0.839295818001923	1	0.82456027755135	0.888119664818145	0.837139877786396	0.805989732933792	0.817792785813419	23	22	22	23	24	20	Nucleolar protein 56	2336840876.33333	NOP56	0.950057773783541	0.0240425050385203	0.862940864153945	0.816662063330936	-0.029077928337638	R_Bin_1
down, low confidence	Gemcytabine:Q7Z6Z7	Gemcytabine	Q7Z6Z7	0.0307243040160572	0.665405315878762	1.00000208021917	415.846718059479	415.846718059479		TRUE	0.949014076910833	0.0246748257040848	-25.0292750756337	-23.988072421774	0.839304675809168	1	0.849896448054832	0.859568946671871	0.811118526907605	0.82218127578175	0.83902075497872	46	45	43	43	40	46	E3 ubiquitin-protein ligase HUWE1	2917223224.5	HUWE1	0.959686737707023	0.0158893125437241	0.854003562872946	0.824537331734519	-0.026756918905426	R_Bin_1
down, low confidence	Gemcytabine:O43516	Gemcytabine	O43516	6.51609230665799	0.777755571681346	1.00193213176339	2.36658475160409	2.36658475160409	14.946608386886	TRUE	0.85682470045094	0.074686660131609	-11.7390593716443	-10.6978567177845	0.839374856879296	1	1.00307204475774	0.704616976604147	0.823580906741717	0.75065122580043	0.832180197161608	6	8	7	6	5	6	WAS/WASL-interacting protein family member 1	146306044.5	WIPF1	0.616895622031069	0.0364648404677912	1.00193213151411	0.777755571681346	-0.0422113583121806	R_Bin_1
down, low confidence	Gemcytabine:Q15046	Gemcytabine	Q15046	-6.4373327816634e-06	1.00006855436279	0.678397560094601	5.13168687024339e+149	5.13168687024339e+149		TRUE	0.920012251552992	0.0305669346059272	-22.4596510597227	-21.418448405863	0.839409722691114	1	0.82791385814452	0.851747189157282	0.819563799908673	0.871369384784125	0.826410412098655	19	18	19	19	15	16	Lysine--tRNA ligase	3994650694.16667	KARS1	0.972268583900372	0.0164208287006922	0.839412702668978	0.839406742713164	-0.0219932785381863	R_Bin_1
down, low confidence	Gemcytabine:Q9NY33	Gemcytabine	Q9NY33	0.0039375680415645	0.677139030068484	1.0000000587324	616.998873795833	616.998873795833		TRUE	0.912094198412617	0.0322377095783459	-21.8210348680841	-20.7798322142244	0.839513738492925	1	0.841799149091787	0.863621440957315	0.804550903587135	0.831635550555994	0.854132092865709	18	17	16	15	17	16	Dipeptidyl peptidase 3	2719079070.16667	DPP3	0.956348696880216	0.0200947989341473	0.841343046204647	0.837684269129678	-0.0233971676756861	R_Bin_1
down, low confidence	Gemcytabine:Q96PU8	Gemcytabine	Q96PU8	5.43962331492474	0.716132455401645	0.969543179643047	27.4484768095116	27.4484768095116	77.9971061369634	TRUE	0.90233221024067	0.0720832434640683	-12.1648180103757	-11.123615356516	0.839722413607362	1	0.929782726051776	0.977895615510532	0.658035674042282	0.708502661782566	0.781979334322144	5	4	4	4	4	3	Protein quaking	152286757.166667	QKI	0.624855565541148	0.0351086350782968	0.969543179643033	0.716132455401648	-0.0592515275047189	R_Bin_1
down, low confidence	Gemcytabine:Q969X6	Gemcytabine	Q969X6	0.133263459657122	0.657206893779748	1.00023236252896	86.9862696200302	86.9862696200302	818.619022058185	TRUE	0.84831780974141	0.0530958109257628	-15.8335009170107	-14.792298263151	0.839733248365268	1	0.880521178261697	0.814270369592415	0.888813035589077	0.788471621900425	0.764040366403432	11	11	10	9	10	10	U3 small nucleolar RNA-associated protein 4 homolog	408449975	UTP4	0.787649248940814	0.0257922816880964	0.901219617350442	0.776234544205007	-0.039468690602	R_Bin_1
down, low confidence	Gemcytabine:Q15019	Gemcytabine	Q15019	0.352287653806583	0.795871643735941	1.00161737184967	0.277824408511125	0.277824408511125	0.753665711732039	TRUE	0.913525982677669	0.0368301653272236	-20.2228707026974	-19.1816680488377	0.839741153832236	1	0.876334785419814	0.860166235374633	0.782102772734879	0.836436660917946	0.789852580250149	15	17	16	17	13	15	Septin-2	4369407061.83333	SEPTIN2	0.975093079984594	0.0242960850676833	0.917062914480605	0.800855637634544	-0.0356712838541319	R_Bin_1
down	Gemcytabine:P42677	Gemcytabine	P42677	0.176271077144351	0.576193651912415	0.995727534964712	802.718878914466	802.718878914466	3726.47814791429	TRUE	0.850597920515508	0.0600223116935839	-14.3620810792965	-13.3208784254367	0.839958047804073	1	0.841856183406779	0.897445085094	0.849211984095102	0.811570849269156	0.701899271671414	3	3	3	3	3	3	40S ribosomal protein S27	421918623.5	RPS27	0.792271151624085	0.0361994942873366	0.924356660671808	0.740081162576723	-0.0465597927158486	R_Bin_1
down, low confidence	Gemcytabine:Q86UP2	Gemcytabine	Q86UP2	0.0656514672105592	0.645481436082628	0.99998605073326	641.442383916242	641.442383916242		TRUE	0.85745727447869	0.0454803561308896	-17.6913113430439	-16.6501086891842	0.839986588141645	1	0.850754266541735	0.888101146462845	0.78625212551149	0.826897059224229	0.815045280573704	30	31	33	27	28	27	Kinectin	2193460928.16667	KTN1	0.946976505328027	0.0251696994361727	0.872377180324339	0.806795863945236	-0.0313769782867245	R_Bin_1
down, low confidence	Gemcytabine:P62913	Gemcytabine	P62913	0.0382477169130738	0.660071158238767	1.00000068811541	701.920542051374	701.920542051374		TRUE	0.848450095263711	0.0452003802229815	-17.7654113494099	-16.7242086955502	0.840059798980311	1	0.84227482517346	0.886869841008988	0.793936638998754	0.820445395236391	0.838185691816765	10	9	10	9	10	9	60S ribosomal protein L11	2023507342.66667	RPL11	0.942482988830402	0.0296036321634108	0.858550490713352	0.821408638454342	-0.0276426580782176	R_Bin_1
non-regulated	Gemcytabine:A6NED2	Gemcytabine	A6NED2	6.29814395026284	-0.000847268144325168	0.909311236233842	4172.44074188503	4172.44074188503	29891.7795923392	TRUE	0.850370616679921	0.2461945192657	2.57478609112365	3.61598874498337	0.840082479053295	1	0.808247110647181	0.788728446131248	0.775208263303363	1.17425178203461	0	2	1	1	1	1	0	RCC1 domain-containing protein 1	37794885	RCCD1	0.364873539607138	0.110823457844627	0.909311236233842	0.00283841063195628	-0.111871604819017	R_Bin_1
down	Gemcytabine:P49770	Gemcytabine	P49770	0.455403905892083	0.759437781369359	0.994839635936086	3.72670364683732	3.72670364683732	10.3018559172834	TRUE	0.827149698654156	0.0642472716577744	-13.5458062343589	-12.5046035804992	0.840108748349986	1	0.882937785401888	0.901641228065118	0.780002648466278	0.72749162256118	0.809980038020683	8	7	9	8	9	7	Translation initiation factor eIF-2B subunit beta	527367673.166667	EIF2B2	0.823212222364874	0.0437058299147869	0.956841092092031	0.765727286099078	-0.0439450536576443	R_Bin_1
down	Gemcytabine:Q9Y295	Gemcytabine	Q9Y295	0.603344394443479	0.774313699161663	1.00016722555485	2.30079805743815	2.30079805743815	4.25609632516898	TRUE	0.849873675291434	0.0596486758513772	-14.4370139392566	-13.3958112853969	0.840196529047563	1	0.900792617807839	0.890153851003785	0.732003998750696	0.790599908194015	0.792878650769293	10	10	10	9	9	9	Developmentally-regulated GTP-binding protein 1	1342851580.5	DRG1	0.915008345102067	0.0232781109355424	0.970576463400601	0.775745965497607	-0.0435524207785171	R_Bin_1
down	Gemcytabine:P61247	Gemcytabine	P61247	0.186899906639829	0.666534978250256	0.999480608519517	52.7622695268384	52.7622695268384	257.348660244052	TRUE	0.980977871997412	0.0189986844384321	-28.1662404949574	-27.1250378410977	0.840278598898332	1	0.881486756167974	0.872108229242189	0.830522719215372	0.770363795560472	0.76450642925049	20	20	19	17	20	17	40S ribosomal protein S3a	12440764249.8333	RPS3A	0.993709076903325	0.011985656583913	0.92071461537375	0.757379576642289	-0.0443549213027678	R_Bin_1
down, low confidence	Gemcytabine:P62277	Gemcytabine	P62277	5.3803325121639	0.730388937922639	1.03507419617869	6.41516323154581	6.41516323154581	25.028912633041	TRUE	0.913440426505004	0.0751233653009529	-11.6690977404276	-10.6278950865678	0.840523289228304	1	1.07012265522212	0.755981074274535	0.804172686679266	0.711715213902149	0.675300427070368	5	5	3	5	5	4	40S ribosomal protein S13	2820536700.83333	RPS13	0.958274489664912	0.0350682420036097	1.03507419612108	0.730388937922639	-0.0757293878915241	R_Bin_1
down, low confidence	Gemcytabine:P34932	Gemcytabine	P34932	0.111993303244156	0.670119384598072	1.00039990147121	57.3539717406527	57.3539717406527	524.89754401157	TRUE	0.879831450690015	0.0440999632477226	-18.0611699463882	-17.0199672925285	0.840580229973184	1	0.874911540270369	0.824316788424226	0.847106488831692	0.850488925283217	0.754991433393863	37	36	39	39	35	36	Heat shock 70 kDa protein 4	13457224213.1667	HSPA4	0.994222621645911	0.0304356002449177	0.891639209658665	0.788819222976171	-0.0364434565024193	R_Bin_1
down	Gemcytabine:Q9NYK5	Gemcytabine	Q9NYK5	0.324190105866215	0.730016244635969	1.00146081224683	7.26953474040816	7.26953474040816	14.3866411291182	TRUE	0.974933604807603	0.0234081307460674	-25.6616761777016	-24.6204735238419	0.840587909988841	1	0.921274322634857	0.833610592181338	0.825259018501775	0.782100251133838	0.746745592290808	6	5	6	5	5	6	39S ribosomal protein L39, mitochondrial	246402498.166667	MRPL39	0.710617537552959	0.0136471526844538	0.947313968120882	0.753805414918386	-0.0483470236208167	R_Bin_1
down, low confidence	Gemcytabine:Q9BQA1	Gemcytabine	Q9BQA1	0.141675454220174	0.614166018238767	0.998986201976387	452.962254778555	452.962254778555	2246.73681186925	TRUE	0.908773416078856	0.0413186651647932	-18.8429052682953	-17.8017026144356	0.840628646876699	1	0.854665537851443	0.871432524478866	0.847102067157219	0.824068672304969	0.732060172563062	4	6	4	5	3	5	Methylosome protein 50	174077309.333333	WDR77	0.648607009885736	0.0293462917681982	0.909407758777615	0.765060829259681	-0.0415948626041645	R_Bin_1
down	Gemcytabine:Q13123	Gemcytabine	Q13123	1.46638627144365	0.729652860918055	0.971005290034569	19.9236042919142	19.9236042919142	12.4703594476343	TRUE	0.963329833064856	0.0365426375738746	-20.3169205567438	-19.2757179028841	0.840650900545338	1	0.935988513053781	0.910922906243305	0.743720239743283	0.752162648681741	0.713329609685972	11	9	12	8	10	10	Protein Red	647484907.5	IK	0.849659776608037	0.0190438692673529	0.970902794328963	0.729679311440303	-0.0614866346053224	R_Bin_1
down, low confidence	Gemcytabine:Q32P41	Gemcytabine	Q32P41	-0.000259778588238297	1.00094014966431	0.680361214870674	18574.4453880296	18574.4453880296		TRUE	0.947354636092044	0.0242062757113477	-25.2593342176969	-24.2181315638372	0.840783422816358	1	0.813257296963812	0.84303524869801	0.838754887953289	0.856750599122782	0.852626778069336	8	8	10	11	8	10	tRNA (guanine(37)-N1)-methyltransferase	131511121.5	TRMT5	0.59712414944152	0.01400114484333	0.840903271558926	0.840663573974864	-0.0174476161120324	R_Bin_1
down, low confidence	Gemcytabine:Q9Y483	Gemcytabine	Q9Y483	6.0972494564274	0.724549306601673	0.95227814324286	35.6491533386658	35.6491533386658	148.881989664928	TRUE	0.815903479981768	0.0936081469368233	-9.02926829976854	-7.98806564590882	0.840783872551476	1	0.853756473872885	1.00304321546067	0.701945674455964	0.768898692656176	0.703172366472398	4	3	2	4	5	4	Metal-response element-binding transcription factor 2	103233818.666667	MTF2	0.552830915393504	0.0460356212368276	0.95227814324286	0.724549306601673	-0.0582802586369384	R_Bin_1
down, low confidence	Gemcytabine:Q14191	Gemcytabine	Q14191	0.117119344417486	0.685734344174229	0.999879600976287	25.2084803933919	25.2084803933919	338.473357876082	TRUE	0.822266339506109	0.0551437709428434	-15.3793518339033	-14.3381491800436	0.840797469473219	1	0.835161895169114	0.916361258476693	0.810970781280863	0.798931592980659	0.791446212872026	8	8	6	6	8	6	Werner syndrome ATP-dependent helicase	111194885.333333	WRN	0.567980485299782	0.0280846919879151	0.891964112200588	0.789919784822578	-0.0359100091257448	R_Bin_1
down, low confidence	Gemcytabine:P49736	Gemcytabine	P49736	-6.31431743983856e-05	1.00007671260813	0.681242733445392	287995202607497	287995202607497		TRUE	0.919071666176679	0.0304860405968049	-22.4914506132844	-21.4502479594246	0.840809909554099	1	0.841794407083395	0.834968811464845	0.808170776606779	0.854664506297493	0.864578066704878	25	24	22	24	26	22	DNA replication licensing factor MCM2	4453496096.83333	MCM2	0.975991783284119	0.0188345549678137	0.840838882074477	0.840780937027109	-0.0190084972483252	R_Bin_1
down, low confidence	Gemcytabine:Q32MZ4	Gemcytabine	Q32MZ4	0.241067128030863	0.574997835284184	0.9927234074376	459.234463712394	459.234463712394	2948.13513189576	TRUE	0.80255681195169	0.0807088749490644	-10.8084948094201	-9.76729215556036	0.840882815855504	1	0.848125970869095	0.962416255585642	0.796538188543559	0.764585046479427	0.705874991032384	17	19	14	14	16	14	Leucine-rich repeat flightless-interacting protein 1	947737711.833333	LRRFIP1	0.885351136217743	0.0404632712140681	0.944346273648136	0.70968072467944	-0.0539178824299763	R_Bin_1
down, low confidence	Gemcytabine:Q9H6T3	Gemcytabine	Q9H6T3	0.316636043532143	0.758992429640242	0.998466158717541	2.38319322522574	2.38319322522574	6.74507751355754	TRUE	0.89744393876086	0.0443639831311715	-17.9895419411313	-16.9483392872716	0.840938702863885	1	0.879596198475099	0.87624214531393	0.823989802785336	0.74254059015435	0.803079992348091	10	10	11	7	6	7	RNA polymerase II-associated protein 3	449913813	RPAP3	0.801771729361921	0.0261990920285997	0.934252791283311	0.774923277309649	-0.041371977307154	R_Bin_1
down, low confidence	Gemcytabine:Q15029	Gemcytabine	Q15029	-0.000221823182343298	0.999858267931741	0.68185507192991	5747.94054783652	5747.94054783652		TRUE	0.842544631732562	0.0443257589113893	-17.9998856551894	-16.9586830013297	0.84094842048794	1	0.805869278721438	0.817998398803723	0.846729696037033	0.88644002873165	0.848487356037323	24	25	21	23	24	23	116 kDa U5 small nuclear ribonucleoprotein component	4213196492.83333	EFTUD2	0.973809218128129	0.0290551880802469	0.84104993632782	0.840846904598202	-0.013917704929984	R_Bin_1
down	Gemcytabine:P51572	Gemcytabine	P51572	0.484753997182642	0.722827371294756	0.99075093617244	14.6432016661294	14.6432016661294	37.1646491677418	TRUE	0.830862666808158	0.0731411432946891	-11.989984804897	-10.9487821510372	0.840987261389122	1	0.894857571157793	0.933180473897657	0.736605794146	0.787267880849693	0.72709146160186	9	9	9	8	9	8	B-cell receptor-associated protein 31	759267893.166667	BCAP31	0.865194505071254	0.0361884680030102	0.9688170235052	0.733693165597583	-0.0538253269333331	R_Bin_1
down	Gemcytabine:Q9H813	Gemcytabine	Q9H813	4.92609266247676	0.669332669972073	0.965474235246796	79.1501061015211	79.1501061015211	183.227414311301	TRUE	0.828738960116594	0.108864299949918	-7.2174515107002	-6.17624885684047	0.840998343891594	1	0.843979877123108	1.05243222854516	0.740439285517974	0.659683276639216	0.678987059505918	3	3	1	2	3	3	Proton-activated chloride channel	51533874.1666667	PACC1	0.421491847477212	0.022090077136948	0.965474235246795	0.669332669985228	-0.0705699270556936	R_Bin_1
down, low confidence	Gemcytabine:Q9NZC9	Gemcytabine	Q9NZC9	0.442342368630073	0.810437529420822	0.999594559195207	0.1799598326463	0.1799598326463	0.770166409651166	TRUE	0.837598645208796	0.0501765231604307	-16.5121103210272	-15.4709076671675	0.841032799202197	1	0.862190508254186	0.8653469442424	0.80350641913106	0.769663717259347	0.855213375363396	7	4	5	6	9	5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	107638460	SMARCAL1	0.561304403646168	0.0354140999408794	0.917237999813827	0.811932182290639	-0.0303815434651108	R_Bin_1
down, low confidence	Gemcytabine:Q9Y5Q9	Gemcytabine	Q9Y5Q9	-0.0204512194071262	1.00000410185906	0.602504499271744	13562676161.073	13562676161.073	18344496625.7474	TRUE	0.867924450931425	0.0407791362823294	-19.0006303153307	-17.9594276614709	0.841059126752103	1	0.868996998707735	0.797255780144663	0.856873444883305	0.851961117609502	0.818977587855032	6	7	6	7	7	6	General transcription factor 3C polypeptide 3	269687811.166667	GTF3C3	0.723712928488895	0.0196138759586628	0.852188414414452	0.829753637780494	-0.0256172011223114	R_Bin_1
down, low confidence	Gemcytabine:Q9UK76	Gemcytabine	Q9UK76	5.30911436842697	0.683039741564604	0.965948806082288	62.3795196393034	62.3795196393034	218.284589846159	TRUE	0.945071067381559	0.0576564553320227	-14.8446507554047	-13.8034481015449	0.841184948407944	1	0.907631372481246	0.990203988835661	0.704361937367533	0.710431780478232	0.655677922285413	6	5	4	5	5	5	Jupiter microtubule associated homolog 1	1483902916	JPT1	0.921556040570035	0.0273768724261934	0.965948806082288	0.68303974156516	-0.0742586061728602	R_Bin_1
down, low confidence	Gemcytabine:P54578	Gemcytabine	P54578	-0.000274304036419914	0.999301404281206	0.682804632932032	40593.9437824898	40593.9437824898		TRUE	0.828507874372547	0.045669663335137	-17.6414662693835	-16.6002636155238	0.841208365440829	1	0.829197853167741	0.794901803720819	0.867077105153927	0.870631917720218	0.859458124993329	19	21	19	19	21	21	Ubiquitin carboxyl-terminal hydrolase 14	4547915215.5	USP14	0.97701887276929	0.0276961214359214	0.841333303989102	0.841083426763474	-0.0144637679983663	R_Bin_1
down, low confidence	Gemcytabine:Q99567	Gemcytabine	Q99567	0.0459831675546301	0.657066748025578	0.999993158336029	819.8080861912	819.8080861912		TRUE	0.914328659677611	0.0328373346121294	-21.5998839138687	-20.558681260009	0.841264814496065	1	0.843454920214436	0.880064098799965	0.808166050851156	0.827453172394615	0.824712945967278	8	5	8	7	7	7	Nuclear pore complex protein Nup88	326748869.833333	NUP88	0.752214661702401	0.0199836327176086	0.863556018583874	0.818680275416625	-0.028466816044911	R_Bin_1
down, low confidence	Gemcytabine:Q9UI08	Gemcytabine	Q9UI08	0.147400261775746	0.661408898109645	0.999926973345861	78.6294458717614	78.6294458717614	662.36737886374	TRUE	0.905234515817953	0.041192992494377	-18.8794594535808	-17.838256799721	0.841380774478517	1	0.864913038076492	0.893224127584993	0.796490582594954	0.823358912346591	0.761102530755669	18	18	16	14	16	13	Ena/VASP-like protein	1232140101.5	EVL	0.907947104891514	0.0276128776887327	0.90773387169291	0.772667002544929	-0.0404538076686114	R_Bin_1
down, low confidence	Gemcytabine:Q7L2H7	Gemcytabine	Q7L2H7	-7.22340218402471e-05	1.0003908470059	0.682010671028091	1.00641299209725e+20	1.00641299209725e+20		TRUE	0.962220193915596	0.020343012710158	-27.3458273692501	-26.3046247153904	0.841445710492374	1	0.85278287998003	0.827447010109631	0.82329664442883	0.852278180391934	0.848920720006538	11	12	10	11	11	10	Eukaryotic translation initiation factor 3 subunit M	2579939294.5	EIF3M	0.953909359352934	0.0126613156304901	0.841478807017104	0.841412613953527	-0.0217445961260686	R_Bin_1
down, low confidence	Gemcytabine:Q13105	Gemcytabine	Q13105	4.42892239787633	0.664591025045962	1.08157436812446	13.2462728102151	13.2462728102151	21.0912801393438	TRUE	0.801801530745425	0.168300634644918	-1.98965486994763	-0.948452216087903	0.841572871684553	1	1.16312250447186	0.988478173031254	0.495822584509871	0.766286275897652	0.731688483213788	2	2	2	1	2	2	Zinc finger and BTB domain-containing protein 17	24600526.5	ZBTB17	0.281422518936962	0.0815634878764828	1.08157436795792	0.664591025046037	-0.0864206245192878	R_Bin_1
down	Gemcytabine:Q8NFC6	Gemcytabine	Q8NFC6	1.05024230583976	0.732735762909525	1.00557063577933	9.81175893689988	9.81175893689988	9.78883677817993	TRUE	0.915770101447377	0.059950230821385	-14.3765005548253	-13.3352979009656	0.841590958697933	1	0.990377981959323	0.864760709825347	0.751252007898049	0.796525766586479	0.675700620188546	22	18	22	14	17	15	Biorientation of chromosomes in cell division protein 1-like 1	510796545.166667	BOD1L1	0.818975478238542	0.00546410484307353	1.00337994104473	0.732924650924291	-0.0661874927743743	R_Bin_1
